,LINK_SP,PRODUCT_INFO_ID,GROUP_PRODUCT_NAME,PRODUCT_CODE,NON_VAT_PRICE_1,VAT_PRICE_1,COMMISSION_1,THRESHOLD_1,NON_VAT_PRICE_2,VAT_PRICE_2,COMMISSION_2,THRESHOLD_2,NON_VAT_PRICE_3,VAT_PRICE_3,COMMISSION_3,PRODUCT_NAME,SPECIFICATION_BACKUP,RAW_PRICE,QUANTITY_SOLD
139,/input/mobile_images/2024/2/17/506/BỘ ĐÈN ĐƯỜNG NĂNG LƯỢNG  MẶT TRỜI SUNTEK S3.png,577798,Đèn Năng Lượng Mặt Trời,SMDEN000021,,,,,,,,,,,,"Bộ đèn đường năng lượng mặt trời Suntek, Model: S3","
• Công suất định mức: 135W 
• Bảng điều khiển năng lượng mặt trời: Polycrystal 6V/45W 
• Nhiệt độ làm việc: -20C ~ 65C 
• Chế độ điều khiển: Tích hợp bộ cảm biến ánh sáng, tự động bật đèn khi trời tối, tắt đèn khi trời sáng + Có điều khiển từ xa 
• Lớp chống thấm nước: IP-65 
• Chống sét: TVS 
• Thời gian chiếu sáng: 28-30h liên tục 
• PIN: 3.2V/54.000mAh LiFePo4 
• Kích thước đèn: 23.5 x 8 x 57Cm(DxRxC) 
• Kích thước tấm năng lượng mặt trời: 67 x 2.5 x 44.5Cm (DxRxC)
giá: 1945130",1945130,34
140,/input/mobile_images/2024/3/11/43/ĐÈN ĐƯỜNG NĂNG LƯỢNG  MẶT TRỜI AIOSMART AD200.png,571585,Đèn Năng Lượng Mặt Trời,SMDEN000099,1412500,1553750,14125,Giá trị đơn hàng > 20 triệu,1444700,1589170,28894,Giá trị đơn hàng từ 10-20 triệu,1567300,1724030,87768.8,ĐÈN ĐƯỜNG NĂNG LƯỢNG MẶT TRỜI AIOSMART AD200,"
• Công suất định mức: 200W 
• Công suất tấm pin NLMT: Polycrystal 6V/30W 
• Pin lưu trữ: 3.2V/42.000mAh LiFePO4 
• Chip Led: SMD 
• Quang thông: 1700lm Tuổi thọ: 50.000 giờ 
• Cấp bảo vệ: IP 67; IK08 Chống sét: TVS 
• Độ hoàn màu (CRI): ≥70Ra 
• Nhiệt độ màu: 6500k 
• Nhiệt độ làm việc: -10oC ~ 45oC 
• Chế độ điều khiển: Tích hợp bộ cảm biến ánh sáng, tự động bật đèn khi trời tối, tắt đèn khi trời sáng + Có điều khiển từ xa 
• Kích thước đèn: 20.8 x 5 x 39.5 Cm 
• Kích tấm pin: 60 x 34.8 x 1.5 Cm 
• Thời gian sạc: 6h - 8h 
• Số giờ chiếu sáng của bộ đèn: 14h - 16h liên tục
giá: 1724030",1724030,68
158,/input/mobile_images/2023/12/28/520/ĐÈN NĂNG LƯỢNG  MẶT TRỜI SUNTEK DA-01.png,509192,Đèn Năng Lượng Mặt Trời,SMDEN000092,1424800,1567280,14248,Giá trị đơn hàng > 10 triệu,1456000,1601600,29120,Giá trị đơn hàng từ 5-10 triệu,1579500,1737450,135148,"Đèn đường năng lượng mặt trời SUNTEK DA-01, công suất 100W
","
• Công suất định mức:100W 
• Chip: High quality Brightest 5054 Smd Chip Led 
• Quang thông: 1560 Lumen 
• Nhiệt độ màu: 6500K 
• Chỉ số hoàn màu(CRI): 70Ra 
• Bảng điều khiển năng lượng mặt trời: Polycrystal 6V/30W 
• Nhiệt độ làm việc: -20C ~ 65C 
• Chế độ điều khiển: Tích hợp bộ cảm biến ánh sáng, tự động bật đèn khi trời tối, tắt đèn khi trời sang + Có điều khiển từ xa. 
• Cấp bảo vệ: IP-67, IK-08 
• Chống sét TVS 
• Thời gian chiếu sáng: 18-20h liên tục 
• PIN: 3.2V/54.000mAh LiFePo4 32700 
• Kích thước đèn: 20.5 x 8 x 51.5Cm(DxRxC) 
• Kích thước tấm năng lượng mặt trời: 60 x 1.7 x 35Cm (DxRxC)
giá: 1737450",1737450,15
157,/input/mobile_images/2024/2/17/624/BỘ ĐÈN PHA LED NĂNG LƯỢNG  MẶT TRỜI SUNTEK 8200L.png,577780,Đèn Năng Lượng Mặt Trời,SMDEN000018,,,,,,,,,,,,"Bộ đèn pha led năng lượng mặt trời Suntek, Model: 8200L","
• Bảng điều khiển năng lượng mặt trời: Polycrystal 45W 
• Nhiệt độ làm việc: -20C ~ 65C 
• Nhiệt độ màu: 6500K 
• Chế độ điều khiển: Tích hợp bộ cảm biến ánh sáng, tự động bật đèn khi trời tối, tắt đèn khi trời sáng + Có điều khiển từ xa 
• Lớp chống thấm nước: IP-67 
• Chống sét: TVS 
• Thời gian chiếu sáng: 22-24h liên tục 
• PIN: 60.000mAh LiFePO4 
• Kích thước đèn: 36.5 x 9 x26.5Cm (DxRxC) 
• Kích thước tấm năng lượng mặt trời: 36 x 1.7x 58Cm (DxRxC) 
• Cân nặng: 6.8kg
giá: 1778920",1778920,41
156,/input/mobile_images/2024/3/11/408/ĐÈN ĐƯỜNG NĂNG LƯỢNG  MẶT TRỜI AIOSMART AD300.png,571586,Đèn Năng Lượng Mặt Trời,SMDEN000100,1517100,1668810,15171,Giá trị đơn hàng > 20 triệu,1551700,1706870,31034,Giá trị đơn hàng từ 10-20 triệu,1683400,1851740,94270.4,ĐÈN ĐƯỜNG NĂNG LƯỢNG MẶT TRỜI AIOSMART AD300,"
• Công suất định mức: 300W 
• Công suất tấm pin NLMT: Polycrystal 6V/35W 
• Pin lưu trữ: 3.2V/48.000mAh LiFePO4 
• Chip Led: SMD 
• Quang thông: 2750lm 
• Tuổi thọ: 50.000 giờ 
• Cấp bảo vệ: IP 67; IK08 
• Chống sét: TVS 
• Độ hoàn màu (CRI): ≥70Ra 
• Nhiệt độ màu: 6500k 
• Nhiệt độ làm việc: -10oC ~ 45oC 
• Chế độ điều khiển: Tích hợp bộ cảm biến ánh sáng, tự động bật đèn khi trời tối, tắt đèn khi trời sáng + Có điều khiển từ xa 
• Kích thước đèn: 20.8 x 5 x 39.5 Cm 
• Kích tấm pin: 67.5 x 35 x 1.6 Cm 
• Thời gian sạc: 6h - 8h 
• Số giờ chiếu sáng của bộ đèn: 14h - 16h liên tục
giá: 1851740",1851740,74
155,/input/mobile_images/2024/2/17/100/BỘ ĐÈN PHA LED NĂNG LƯỢNG  MẶT TRỜI SUNTEK 8300L.png,577784,Đèn Năng Lượng Mặt Trời,SMDEN000019,,,,,,,,,,,,"Bộ đèn pha led năng lượng mặt trời Suntek, Model: 8300L","
• Công suất đèn: 300W 
• Bảng điều khiển năng lượng mặt trời: Polycrystal 55W 
• Nhiệt độ làm việc: -20C ~ 65C 
• Nhiệt độ màu: 6500K 
• Số lượng bóng LED: 696 
• Chế độ điều khiển: Tích hợp bộ cảm biến ánh sáng, tự động bật đèn khi trời tối, tắt đèn khi trời sáng + Có điều khiển từ xa 
• Lớp chống thấm nước: IP-67 
• Chống sét: TVS 
• Thời gian chiếu sáng: 14 - 18h liên tục 
• Thời gian làm việc: 1-3 ngày mưa hoặc nhiều mây 
• PIN: 50.000mAh LiFePO4 
• Kích thước đèn: 41.5 x 9 x 36Cm (DxRxC) 
• Kích thước tấm năng lượng mặt trời: 42 x 1.7 x 72Cm (DxRxC) 
• Cân nặng: 8.5kg
giá: 1890130",1890130,34
154,/input/mobile_images/2024/3/11/590/ĐÈN NĂNG LƯỢNG MẶT TRỜI AIOSMART AP300.png,571587,Đèn Năng Lượng Mặt Trời,SMDEN000098,1569400,1726340,15694,Giá trị đơn hàng > 20 triệu,1605200,1765720,32104,Giá trị đơn hàng từ 10-20 triệu,1741400,1915540,97518.4,ĐÈN CHIẾU PHA NĂNG LƯỢNG MẶT TRỜI AIOSMART AP300,"
• Công suất định mức: 300W 
• Công suất tấm pin NLMT: Polycrystal 6V/40W 
• Pin lưu trữ: 3.2V/48.000mAh LiFePO4 
• Chip Led: SMD Quang thông: 2970lm 
• Tuổi thọ: 50.000 giờ 
• Cấp bảo vệ: IP 67; IK08 
• Chống sét: TVS 
• Độ hoàn màu (CRI): ≥70Ra 
• Nhiệt độ màu: 6500k 
• Nhiệt độ làm việc: -10oC ~ 45oC 
• Chế độ điều khiển: Tích hợp bộ cảm biến ánh sáng, tự động bật đèn khi trời tối, tắt đèn khi trời sáng + Có điều khiển từ xa 
• Kích thước đèn: 35 x 8.5 x 28 Cm 
• Kích thước tấm pin: 67 x 44.5 x 2.5 Cm 
• Thời gian sạc: 6h - 8h 
• Số giờ chiếu sáng của bộ đèn: 14h - 16h liên tục
giá: 1915540",1915540,80
202,/input/mobile_images/2024/2/17/865/ĐÈN NĂNG LƯỢNG  MẶT TRỜI BÀN CHẢI LIỀN THỂ 3F 300W.png,577791,Đèn Năng Lượng Mặt Trời,SMSMH000044,,,,,,,,,,,,Đèn NLMT bàn chải liền thể 300W 3F,"
• Công suất định mức: 300W 
• Kích thước thân đèn: 750mm* 300mm * 70mm 
• Kích thước bảng điều khiển: 4V / 18W polysilicon, 635mm * 210mm 
• Loại pin: Pin lithium sắt phosphate 3.2V / 24000mAH) 
• Diện tích sử dụng đề xuất: 150m2 – 200m2 
• Cấu hình sản phẩm: Điều khiển từ xa, vít lắp, cán đèn 
• Thời gian chiếu sáng: 12H 
• Thời gian sạc: 6-8H 
• Tiêu chuẩn bảo vệ chống nước: IP67 
• Nhiệt độ màu: 6.500k LED 
• Loại mắt: SMD 2835-600CS 
• Chức năng sản phẩm: Cảm biến ánh sáng tự động bật vào lúc hoàng hôn và tắt lúc bình minh, có thể điều khiển từ xa bằng điều khiển từ xa.
giá: 974600",974600,9
152,/input/mobile_images/2024/2/20/75/rp300 - rmk.png,509182,Đèn Năng Lượng Mặt Trời,SMDEN000081,1030200,1133220,10302,Giá trị đơn hàng > 10 triệu,1052800,1158080,21056,Giá trị đơn hàng từ 5-10 triệu,1142100,1256310,97722.4,"Đèn pha led năng lượng mặt trời SUNTEK RP-300, công suất 300W","
• Công suất định mức: 300W 
• Bảng điều khiển năng lượng mặt trời: Polycrystal 6/35W 
• Nhiệt độ làm việc: -20C ~ 65C 
• Nhiệt độ màu: 6500K 
• Chế độ điều khiển: Tích hợp bộ cảm biến ánh sáng, tự động bật đèn khi trời tối, tắt đèn khi trời sang + Có điều khiển từ xa. 
• Lớp chống thấm nước: IP-67 
• Chống sét TVS 
• Thời gian chiếu sáng: 10-12h liên tục 
• PIN: 42.000mAh LifePO4
giá: 1256310",1256310,31
151,/input/mobile_images/2024/2/17/896/ĐÈN TÍN HIỆU GIAO THÔNG NLMT SUNTEK TL-01.png,571240,Đèn Năng Lượng Mặt Trời,SMDMT000007,,,,,,,,,,,,Đèn tín hiệu giao thông năng lượng mặt trời SUNTEK TL-01,"
• Công suất định mức: 5W 
• Bảng điều khiển năng lượng mặt trời: Poly 10V/20W 
• Số bóng LED: 91
• Tần số nhấp nháy: 30 lần/ phút 
• Tuổi thọ bóng đèn LED: 70.000 giờ
• Tầm nhìn: ~800m 
• Nhiệt độ làm việc: -20C ~ 70C
• Thời gian hoạt động: 24/24 
• Lớp chống thấm nước: IP-65
• PIN: 6V/12Ah LifePO4 32700 
• Màu sắc: Đen
• Kích thước:37x 38x 40 Cm (DxRxC) 
• Đường kính đèn: 30Cm
• Cân nặng: 5.5 kg
giá: 1948540",1948540,4
160,/input/mobile_images/2024/2/17/69/ĐÈN NĂNG LƯỢNG MẶT TRỜI  RỜI THỂ 1 PHA 200W.png,577783,Đèn Năng Lượng Mặt Trời,SMDEN000076,1018600,1120460,10186,Giá trị đơn hàng > 10 triệu,1040900,1144990,20818,Giá trị đơn hàng từ 5-10 triệu,1129200,1242120,96633.6,Đèn NLMT rời thể 1 pha 200W (Nhôm),"
• Công suất định mức: 200W 
• Kích thước thân đèn: 350mm * 290mm * 75mm 
• Kích thước bảng điều khiển: 700mm * 350mm * 17mm 
• Bảng điều khiển: Bảng điều khiển năng lượng mặt trời đa tinh thể 6V/35W 
• Loại pin: Lithium iron phosphate 32650/3.2V 30000mAh 
• Diện tích sử dụng đề xuất: 200m2 – 300m2 
• Cấu hình sản phẩm: Khung lắp hình chữ U, điều khiển từ xa, có cáp chống nước 5 mét, vít lắp 
• Thời gian chiếu sáng: 12H 
• Ngày mưa: 1-2 ngày 
• Thời gian sạc: 6-8H 
• Tiêu chuẩn bảo vệ chống nước: IP67 
• Nhiệt độ màu: 6.500k LED 
• Loại mắt: SMD 5730-425PCS 
• Chức năng sản phẩm: Cảm biến ánh sáng tự động bật vào lúc hoàng hôn và tắt lúc bình minh, có thể điều khiển từ xa bằng điều khiển từ xa.
giá: 1242120",1242120,51
150,/input/mobile_images/2023/12/28/294/ĐÈN NĂNG LƯỢNG  MẶT TRỜI SUNTEK DA-02.png,509193,Đèn Năng Lượng Mặt Trời,SMDEN000093,1808400,1989240,18084,Giá trị đơn hàng > 10 triệu,1848000,2032800,36960,Giá trị đơn hàng từ 5-10 triệu,2004800,2205280,171571.2,"Đèn đường năng lượng mặt trời SUNTEK DA-02, công suất 200W","
• Công suất định mức: 200W 
• Chip: High quality Brightest 5054 Smd Chip Led 
• Quang thông: 2340 Lumen 
• Nhiệt độ màu: 6500K 
• Chỉ số hoàn màu (CRI): 70Ra 
• Bảng điều khiển năng lượng mặt trời: Polycrystal 6V/40W 
• Nhiệt độ làm việc: -20C ~ 65C 
• Chế độ điều khiển: Tích hợp bộ cảm biến ánh sáng, tự động bật đèn khi trời tối, tắt đèn khi trời sang + Có điều khiển từ xa. 
• Cấp bảo vệ: IP-67, IK-08 
• Chống sét TVS 
• Thời gian chiếu sáng: 18-20h liên tục 
• PIN: 3.2V/66.000mAh LiFePo4 32700 
• Kích thước đèn: 20.5 x 8 x 55Cm(DxRxC) 
• Kích thước tấm năng lượng mặt trời: 67 x 2.5 x 35Cm (DxRxC)
giá: 2205280",2205280,18
148,/input/mobile_images/2023/12/28/535/ĐÈN LED NĂNG LƯỢNG MẶT TRỜI SUNTEK.png,509179,Đèn Năng Lượng Mặt Trời,SMDMT000022,2027600,2230360,20276,Giá trị đơn hàng > 10 triệu,2072000,2279200,41440,Giá trị đơn hàng từ 5-10 triệu,2247800,2472580,125876.8,Đèn pha năng lượng mặt trời SUNTEK LED SOLAR 500W,"
• Công suất định mức: 500W 
• Bảng điều khiển năng lượng mặt trời: Polycrystal 6V/50W 
• Nhiệt độ làm việc: -20C ~ 65C 
• Nhiệt độ màu: 6500K 
• Chế độ điều khiển: Tích hợp bộ cảm biến ánh sáng, tự động bật đèn khi trời tối, tắt đèn khi trời sáng + Có điều khiển từ xa. 
• Lớp chống thấm nước: IP-67 
• Chống sét TVS 
• Thời gian sạc: 7-8h 
• Thời gian chiếu sáng: 16-18h liên tục 
• PIN: 3.2V/72.000mAh LifePO4 
• Kích thước đèn: 43 x 9 x 36.5 Cm (DxRxC) 
• Kích thước tấm năng lượng mặt trời: 67 x 53 x 2.5Cm (DxRxC) 
• Cân nặng: 9kg
giá: 2472580",2472580,36
147,/input/mobile_images/2024/2/18/291/BỘ ĐÈN NĂNG LƯỢNG MẶT TRỜI SUNTEK S400.png,577830,Đèn Năng Lượng Mặt Trời,SMDMT000017,2137200,2350920,21372,Giá trị đơn hàng > 10 triệu,2184000,2402400,43680,Giá trị đơn hàng từ 5-10 triệu,2369300,2606230,132680.8,"Bộ đèn đường năng lượng mặt trời. Model:S400, hiệu:SUNTEK","
• Công suất định mức: 400W 
• Bảng điều khiển năng lượng mặt trời: Polycrystal 6V/50W 
• Nhiệt độ làm việc: -20C ~ 65C 
• Chế độ điều khiển: Tích hợp bộ cảm biến ánh sáng, tự động bật đèn khi trời tối, tắt đèn khi trời sang + Có điều khiển từ xa 
• Lớp chống thấm nước: IP-66 
• Chống sét: TVS 
• Thời gian chiếu sáng: 18-20h liên tục 
• PIN: 3.2V/60.000mAh LiFePo4 
• Kích thước đèn: 21 x 9 x 50Cm(DxRxC) 
• Kích thước tấm năng lượng mặt trời: 53 x 67 x 2.5Cm (DxRxC) 
• Cân nặng: 7.5kg (chưa trụ cần)
giá: 2606230",2606230,44
146,/input/mobile_images/2023/12/28/642/ĐÈN NĂNG LƯỢNG  MẶT TRỜI SUNTEK DA-03.png,509194,Đèn Năng Lượng Mặt Trời,SMDEN000094,2137200,2350920,21372,Giá trị đơn hàng > 10 triệu,2184000,2402400,43680,Giá trị đơn hàng từ 5-10 triệu,2369300,2606230,202759.2,"Đèn đường năng lượng mặt trời SUNTEK DA-03, công suất 300W","
• Công suất định mức: 300W 
• Chip: High quality Brightest 5054 Smd Chip Led 
• Quang thông: 3000 Lumen 
• Nhiệt độ màu: 6500K 
• Chỉ số hoàn màu (CRI): 70Ra 
• Bảng điều khiển năng lượng mặt trời: Polycrystal 6V/50W 
• Nhiệt độ làm việc: -20C ~ 65C 
• Chế độ điều khiển: Tích hợp bộ cảm biến ánh sáng, tự động bật đèn khi trời tối, tắt đèn khi trời sang + Có điều khiển từ xa. 
• Cấp bảo vệ: IP-67, IK-08 
• Chống sét TVS 
• Thời gian chiếu sáng: 18-20h liên tục 
• PIN: 3.2V/78.000mAh LiFePo4 32700(PWM Solar Charge Controller With -Up LED Driver, BMS) 
• Kích thước đèn: 23 x 8.5 x 58Cm(DxRxC) 
• Kích thước tấm năng lượng mặt trời: 67 x 1.7 x 45Cm (DxRxC)
giá: 2606230",2606230,24
145,/input/mobile_images/2024/2/18/216/BỘ ĐÈN NĂNG LƯỢNG MẶT TRỜI SUNTEK S500.png,577831,Đèn Năng Lượng Mặt Trời,SMDMT000018,2356400,2592040,23564,Giá trị đơn hàng > 10 triệu,2408000,2648800,48160,Giá trị đơn hàng từ 5-10 triệu,2612300,2873530,146288.8,"Bộ đèn đường năng lượng mặt trời .Model:S500 ,hiệu:SUNTEK","
• Công suất định mức: 500W 
• Bảng điều khiển năng lượng mặt trời: Polycrystal 6V/60W 
• Nhiệt độ làm việc: -20C ~ 65C 
• Chế độ điều khiển: Tích hợp bộ cảm biến ánh sáng, tự động bật đèn khi trời tối, tắt đèn khi trời sang + Có điều khiển từ xa 
• Lớp chống thấm nước: IP-66 
• Chống sét: TVS 
• Thời gian chiếu sáng: 20-24h liên tục 
• PIN: 3.2V/72.000mAh LiFePo4 
• Kích thước đèn: 21 x 9 x 50Cm(DxRxC) 
• Kích thước tấm năng lượng mặt trời: 63 x 67 x 2.5Cm (DxRxC) 
• Cân nặng: 8.5kg (chưa trụ cần)
giá: 2873530",2873530,48
144,/input/mobile_images/2024/2/18/615/ĐÈN TRỤ CỔNG NĂNG LƯỢNG MẶT TRỜI CV02.png,577826,Đèn Năng Lượng Mặt Trời,SMDEN000026,,,,,,,,,,,,"Đèn trụ cổng năng lượng mặt trời.Model: CV02. 
Bảo hành 3 năm","
• Công suất: 100W 
• Bảng điều khiển năng lượng mặt trời: Mono 25W 
• Đèn sử dụng: LED Drive 
• Nhiệt độ làm việc: -20C ~ 65C 
• Nhiệt độ màu: 6500K 
• Tuổi thọ bóng đèn LED: 50.000 giờ 
• Chế độ điều khiển: Tích hợp bộ cảm biến ánh sáng, tự động bật đèn khi trời tối, tắt đèn khi trời sáng 
• Lớp chống thấm nước: IP-65 
• Thời gian chiếu sáng: 22-24h liên tục 
• PIN: 60Ah LifePO4 
• Màu sắc: Đen 
• Kích thước: 53.5 x 53.5 x 48.5 Cm (DxRxC) 
• Cân nặng: 8.3kg
giá: 3113110",3113110,15
143,/input/mobile_images/2024/2/17/133/BỘ ĐÈN NĂNG LƯỢNG MẶT TRỜI SUNTEK S500 PLUS.png,509195,Đèn Năng Lượng Mặt Trời,SMDEN000095,2575600,2833160,25756,Giá trị đơn hàng > 10 triệu,2632000,2895200,52640,Giá trị đơn hàng từ 5-10 triệu,2855300,3140830,244343.2,"Đèn đường năng lượng mặt trời SUNTEK S500 PLUS, công suất 500W","
• Công suất định mức: 500W 
• Chip LED 5054 
• Quang thông: 3000Lm 
• CRI: >70Ra 
• Bảng điều khiển năng lượng mặt trời: Polycrystal 6V/60W 
• Nhiệt độ làm việc: -20C ~ 65C 
• Chế độ điều khiển: Tích hợp bộ cảm biến ánh sáng, tự động bật đèn khi trời tối, tắt đèn khi trời sáng + Có điều khiển từ xa. 
• Lớp chống thấm nước: IP-66 
• Chống sét TVS 
• Thời gian chiếu sáng: 20-24h liên tục 
• PIN: 3.2V/72.000mAh LiFePo4 
• Kích thước đèn: 21 x 9 x 50Cm(DxRxC) 
• Kích thước tấm năng lượng mặt trời: 63 x 67 x 2.5Cm (DxRxC) 
• Cân nặng: 8.5kg (chưa trụ cần)
giá: 3140830",3140830,26
142,/input/mobile_images/2023/12/28/992/BỘ LƯU TRỮ  NĂNG LƯỢNG MẶT TRỜI  SUNTEK 12V_25Ah.png,509177,Đèn Năng Lượng Mặt Trời,SMDMT000014,3277000,3604700,32770,Giá trị đơn hàng > 10 triệu,3348800,3683680,66976,Giá trị đơn hàng từ 5-10 triệu,3632900,3996190,203442.4,Bộ Lưu Trữ Năng Lượng Mặt Trời SUNTEK Battery Power 12V/25Ah cho Camera,"
• Dung lượng: 25.000mAh LiFePO4(Pin Lithium sắt phốt phát 32700) 
• Sạc năng lượng mặt trời: 30A 
• Đồng hồ hiển thị dung lượng pin, điện áp pin 
• 01 Đầu ra 12V/10A DC 
• 01 Đầu ra 5v/2A 
• Chất liệu: Nhựa ABS chống nước 
• Màu sắc: trắng 
• Kích thước: 230x150x85mm (DxRxC)
giá: 3996190",3996190,12
